iter	Logloss
977	0.3364092919
978	0.3361898853
979	0.3359277908
980	0.3356879624
981	0.3356533292
982	0.335429502
983	0.3352879861
984	0.335096975
985	0.3349336812
986	0.3347823476
987	0.3345394546
988	0.3345178936
989	0.3343632784
990	0.3342701188
991	0.3341450923
992	0.334040325
993	0.3339362629
994	0.3337531167
995	0.3337026722
996	0.333682413
997	0.3335813884
998	0.3335812528
999	0.3334359129
1000	0.3332502174
1001	0.3331306964
1002	0.3329454077
1003	0.3328875864
1004	0.3326544297
1005	0.332581041
1006	0.3325490657
1007	0.3324424271
1008	0.3324074142
1009	0.332315475
1010	0.3320729617
1011	0.3318589521
1012	0.3318325637
1013	0.3317821734
1014	0.3316205069
1015	0.3313321595
1016	0.3312302399
1017	0.3310347267
1018	0.3310085552
1019	0.3308877324
1020	0.3307256591
1021	0.3305946389
1022	0.3305141718
1023	0.3302346386
1024	0.3302025548
1025	0.3301650469
1026	0.3300988452
1027	0.3299727882
1028	0.3299398636
1029	0.3298032024
1030	0.3295591973
1031	0.3294470532
1032	0.329400487
1033	0.3293818279
1034	0.3292061671
1035	0.329143925
1036	0.3291255372
1037	0.329009108
1038	0.3288798778
1039	0.3285034966
1040	0.328315306
1041	0.3283008778
1042	0.328230608
1043	0.3280392172
1044	0.3278868531
1045	0.3277109481
1046	0.3276408682
1047	0.3275413623
1048	0.3273793975
1049	0.327361552
1050	0.3272696671
1051	0.3271579569
1052	0.3270352085
1053	0.3269671898
1054	0.3268620699
1055	0.326763676
1056	0.3267431727
1057	0.3266458094
1058	0.3265333398
1059	0.3264802917
1060	0.3262988813
1061	0.3260881805
1062	0.3258472672
1063	0.3256932758
1064	0.3255670561
1065	0.3253896324
1066	0.325257202
1067	0.3250591665
1068	0.3249245122
1069	0.3249034123
1070	0.3247707649
1071	0.3246632313
1072	0.3246064405
1073	0.3245846897
1074	0.3245673325
1075	0.3244396482
1076	0.3242442435
1077	0.3239499567
1078	0.3238079797
1079	0.3237898631
1080	0.3234083832
1081	0.3234007352
1082	0.3232942593
1083	0.3232250472
1084	0.3230292628
1085	0.3228758952
1086	0.3228451674
1087	0.3225857036
1088	0.3225172781
1089	0.3223455769
1090	0.3220923779
1091	0.3219473364
1092	0.3218804838
1093	0.3215051603
1094	0.3212979581
1095	0.3211717926
1096	0.3210399859
1097	0.3208420318
1098	0.3207007601
1099	0.3206737207
1100	0.3204828452
1101	0.3204397232
1102	0.3202847826
1103	0.3201428057
1104	0.319893702
1105	0.3197527557
1106	0.3196651287
1107	0.3196128942
1108	0.3194274157
1109	0.3193390293
1110	0.3191744879
1111	0.3190404574
1112	0.3189554882
1113	0.3187471469
1114	0.3185502234
1115	0.3184190406
1116	0.3183816411
1117	0.3182647508
1118	0.3182186185
1119	0.3181098916
1120	0.3179054828
1121	0.3177001519
1122	0.3175861907
1123	0.3174160082
1124	0.3172847169
1125	0.3172757671
1126	0.3171418721
1127	0.3169934947
1128	0.3169586988
1129	0.3167612601
1130	0.3166808201
1131	0.3166286669
1132	0.3164930091
1133	0.3164884257
1134	0.316369854
1135	0.3162745247
1136	0.3162527468
1137	0.3161780835
1138	0.3160842729
1139	0.3159152024
1140	0.3158959196
1141	0.3157752867
1142	0.3156385712
1143	0.3155256134
1144	0.3153344124
1145	0.3152468939
1146	0.3150701211
1147	0.3150090995
1148	0.3148012464
1149	0.3144835544
1150	0.3143144568
1151	0.3141998989
1152	0.3141396638
1153	0.3141114583
1154	0.3139410589
1155	0.3136628818
1156	0.3134369934
1157	0.3134158935
1158	0.3132853615
1159	0.313139669
1160	0.3131294445
1161	0.3129458645
1162	0.312775682
1163	0.3126761219
1164	0.3126577883
1165	0.3125789213
1166	0.312561347
1167	0.3121045801
1168	0.3119990263
1169	0.311947958
1170	0.311866867
1171	0.3116961422
1172	0.3114643686
1173	0.3112401617
1174	0.3111053718
1175	0.3110032352
1176	0.310851983
1177	0.310763461
1178	0.3107065617
1179	0.3104231774
1180	0.3102509067
1181	0.3100764663
1182	0.3099124945
1183	0.3095552876
1184	0.3095325334
1185	0.3093821761
1186	0.3092713338
1187	0.3091099927
1188	0.3090735967
1189	0.3087345607
1190	0.3085282535
1191	0.3084304291
1192	0.3083922431
1193	0.3083172544
1194	0.308245493
1195	0.3081651343
1196	0.3080044441
1197	0.3079009786
1198	0.3077015871
1199	0.3076831993
1200	0.307569889
1201	0.3074932459
1202	0.3074068393
1203	0.3072494307
1204	0.3071620478
1205	0.306981695
1206	0.3068941223
1207	0.3068142789
1208	0.3065775694
1209	0.3064960174
1210	0.3064748632
1211	0.3063189734
1212	0.3061718707
1213	0.3060828876
1214	0.3060305989
1215	0.305939853
1216	0.3058194099
1217	0.3056056445
1218	0.3053949708
1219	0.3051881483
1220	0.3049100254
1221	0.3048810876
1222	0.3047808766
1223	0.3046838929
1224	0.3044155064
1225	0.304229838
1226	0.3040343248
1227	0.3038197458
1228	0.3035917962
1229	0.3035812191
1230	0.3035530136
1231	0.3034399203
1232	0.3033301085
1233	0.3032226291
1234	0.3031370633
1235	0.303059037
1236	0.302912992
1237	0.3027442741
1238	0.3027224419
1239	0.3025561377
1240	0.3023457352
1241	0.3023040778
1242	0.3021508729
1243	0.3019951729
1244	0.301912509
1245	0.301806223
1246	0.3016293146
1247	0.3015762936
1248	0.3015724425
1249	0.3014460328
1250	0.3013974325
1251	0.3012208496
1252	0.3011994513
1253	0.301082534
1254	0.3010602407
1255	0.3008445769
1256	0.3006452125
1257	0.300605318
1258	0.3006013312
1259	0.3004057367
1260	0.3003522546
1261	0.3002172749
1262	0.3000675685
1263	0.2999048443
1264	0.2998997185
1265	0.2998867548
1266	0.2996782236
1267	0.2996007398
1268	0.2995970513
1269	0.2994779914
1270	0.2994590612
1271	0.2991828639
1272	0.2989571111
1273	0.2988466756
1274	0.2987308159
1275	0.2986318795
1276	0.2986153088
1277	0.2985034359
1278	0.2983387047
1279	0.2981943411
1280	0.2980699385
1281	0.2978442399
1282	0.2977443001
1283	0.2976945065
1284	0.2975453155
1285	0.2972519236
1286	0.2971714294
1287	0.2971276023
1288	0.2970100883
1289	0.2969237902
1290	0.2969006833
1291	0.2967925259
1292	0.296639538
1293	0.2965326282
1294	0.2964821565
1295	0.2963828676
1296	0.2962821413
1297	0.2961702141
1298	0.2961410051
1299	0.2958713168
1300	0.2956631382
1301	0.2955474955
1302	0.2954875859
1303	0.2952344141
1304	0.2950153601
1305	0.2949991961
1306	0.2949489143
1307	0.2947851053
1308	0.2947298061
1309	0.2947277178
1310	0.2946315749
1311	0.294470044
1312	0.2943339251
1313	0.2942326022
1314	0.294061579
1315	0.2938796533
1316	0.2936745936
1317	0.293614033
1318	0.2934998548
1319	0.2933210209
1320	0.293314078
1321	0.2932503172
1322	0.2930861556
1323	0.2928036391
1324	0.292720704
1325	0.2926296869
1326	0.2925093794
1327	0.292450636
1328	0.292240342
1329	0.2922360027
1330	0.2921738691
1331	0.2921481858
1332	0.2920816045
1333	0.291905808
1334	0.2918781178
1335	0.2917264588
1336	0.291621366
1337	0.2915673416
1338	0.2915142121
1339	0.2914870643
1340	0.2914254189
1341	0.2912675493
1342	0.291163921
1343	0.2909886399
1344	0.2908484529
1345	0.2908438424
1346	0.2907552662
1347	0.290601546
1348	0.290373488
1349	0.2903124935
1350	0.2902925598
1351	0.2901610786
1352	0.2900512126
1353	0.2899157175
1354	0.2896564435
1355	0.2894737042
1356	0.2893632687
1357	0.2891922455
1358	0.289057781
1359	0.2890242598
1360	0.2888599083
1361	0.2888163253
1362	0.2887281559
1363	0.2885580548
1364	0.2884424392
1365	0.2883663928
1366	0.288211425
1367	0.2880054975
1368	0.2878314096
1369	0.2877359719
1370	0.2876335098
1371	0.2874257381
1372	0.2873951459
1373	0.2873898031
1374	0.2873594279
1375	0.2872195936
1376	0.2871169688
1377	0.287031647
1378	0.287021531
1379	0.2867118396
1380	0.2866128762
1381	0.2866002108
1382	0.2865972275
1383	0.2865802771
1384	0.2863512969
1385	0.2862505164
1386	0.2860489824
1387	0.285917013
1388	0.2857598756
1389	0.2856414124
1390	0.285514379
1391	0.2854171512
1392	0.2852781305
1393	0.2850983202
1394	0.2849507835
1395	0.284926619
1396	0.2847717868
1397	0.2846909942
1398	0.2845499665
1399	0.2844076913
1400	0.2843554839
1401	0.2841988618
1402	0.2840489657
1403	0.2838689927
1404	0.2836950404
1405	0.2835880221
1406	0.2835786655
1407	0.2834529881
1408	0.2834341934
1409	0.2833303754
1410	0.2832970711
1411	0.2831697665
1412	0.283036197
1413	0.2829006206
1414	0.2826746237
1415	0.2826204094
1416	0.2825216901
1417	0.2825156693
1418	0.2825043599
1419	0.2824049083
1420	0.2822226029
1421	0.2822051371
1422	0.2820864298
1423	0.2820794055
1424	0.2820771816
1425	0.2820677707
1426	0.2820151566
1427	0.2819887139
1428	0.2818825905
1429	0.2818348581
1430	0.2818252845
1431	0.2817684124
1432	0.2817212223
1433	0.2817178594
1434	0.2816844466
1435	0.2816527968
1436	0.2816430333
1437	0.2815512026
1438	0.2814911573
1439	0.2813539266
1440	0.2812894064
1441	0.2812143634
1442	0.2812080171
1443	0.281183039
1444	0.2809878783
1445	0.2809823186
1446	0.2808965358
1447	0.2808398264
1448	0.2807151796
1449	0.2806098428
1450	0.2805594525
1451	0.280395101
1452	0.2803924703
1453	0.2803344049
1454	0.2802044153
1455	0.2801408444
1456	0.2801087606
1457	0.2799443819
1458	0.2797517164
1459	0.2797488145
1460	0.279536839
1461	0.2795343168
1462	0.2794079885
1463	0.2792720596
1464	0.2790279732
1465	0.2788974954
1466	0.2788951631
1467	0.2787169258
1468	0.2786726648
1469	0.2785798848
1470	0.2784425998
1471	0.2784282529
1472	0.2784237509
1473	0.2783906365
1474	0.2783062911
1475	0.2781445432
1476	0.2780708291
1477	0.2780455255
1478	0.2778564941
1479	0.2778470019
1480	0.2777845158
1481	0.2777325525
1482	0.2776772262
1483	0.2774777263
1484	0.277289156
1485	0.2772342637
1486	0.2770627252
1487	0.2770257868
1488	0.2769934318
1489	0.2769082457
1490	0.276907432
1491	0.2768352909
1492	0.2767277573
1493	0.2765671485
1494	0.2764616489
1495	0.2763241741
1496	0.2760989908
1497	0.276078135
1498	0.2760170591
1499	0.2758058973
